Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AvgWorkHours,Attrition_1,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Log_DistanceFromHome,Log_MonthlyIncome,Log_YearsSinceLastPromotion,Predicted_Attrition,Attrition_Probability
0.3333333333333333,0.3214285714285714,0.0,0.0,0.0840385366488738,0.5,0.125,1.0,0.3214285714285714,0.3333333333333333,0.3333333333333333,0.0,0.3636363636363636,0.6666666666666667,0.0,1.0,0.0,0.6666666666666667,0.4020906508200768,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.2787134024690205,0.0806934527996437,0.0,False,0.0
0.1666666666666666,0.2142857142857143,0.75,0.75,0.8080328082280953,0.125,0.25,0.5,0.2142857142857142,0.3333333333333333,0.3333333333333333,0.2,0.4545454545454546,0.6666666666666667,0.0,0.3333333333333333,0.0,0.6666666666666667,0.2190310963907913,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.1941560144409574,0.5922394079492035,0.1823215567939546,False,0.0
0.238095238095238,0.0,0.5,0.0,0.1003124593151933,0.125,0.375,0.0,0.1785714285714285,0.3333333333333333,0.2777777777777778,0.0,0.3636363636363636,0.6666666666666667,0.0,1.0,1.0,0.3333333333333333,0.0232587050838943,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,0.0955941933915504,0.0,False,0.0
0.4523809523809524,0.0,0.5,0.25,0.2795859914073688,0.5,0.0,0.0,0.25,0.3333333333333333,0.2777777777777778,0.0,0.0909090909090909,0.6666666666666667,0.0,0.6666666666666667,1.0,1.0,0.1449220088020919,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.2465365813991713,0.0,False,0.0
0.4523809523809524,0.0,0.5,0.25,0.200234344486395,0.25,0.25,0.5,0.5357142857142857,0.3333333333333333,0.2777777777777778,0.0,0.1818181818181818,0.6666666666666667,0.0,0.0,1.0,0.6666666666666667,0.9967123108752292,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.1825168247999124,0.0,False,0.0
0.1904761904761905,0.0,0.75,0.25,0.6116391094909517,0.125,0.875,0.0,0.2142857142857142,0.6666666666666667,0.3333333333333333,0.2,0.3636363636363636,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.0,0.3199792618342536,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0,0.4772517415331283,0.1823215567939546,False,0.0
0.8333333333333333,0.3571428571428571,0.75,0.25,0.0714099726598099,0.375,0.0,0.0,0.75,0.3333333333333333,0.2777777777777778,0.2,0.2727272727272727,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.4803548931601542,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.3053816495511818,0.0689755124854407,0.1823215567939546,False,0.0
0.2619047619047619,0.5357142857142857,0.75,0.0,0.3555526624137482,0.125,0.0,0.5,0.3571428571428571,0.3333333333333333,0.5555555555555556,0.0,0.8181818181818182,0.6666666666666667,0.0,0.3333333333333333,1.0,0.3333333333333333,0.2216165296212628,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0.4289956055183584,0.3042092401157741,0.0,False,0.0
0.8809523809523809,0.0,0.75,0.0,0.3741700299440177,0.375,0.0,0.0,0.4285714285714285,0.3333333333333333,0.5555555555555556,0.0,0.7272727272727273,0.6666666666666667,0.0,0.3333333333333333,1.0,0.6666666666666667,0.6700970448514683,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0,0.3178499342837391,0.0,False,0.0
0.4523809523809524,0.1428571428571428,0.0,0.0,0.1076682723603697,0.125,0.0,0.0,0.6071428571428571,0.3333333333333333,0.9444444444444444,1.0,0.6363636363636364,0.6666666666666667,0.0,1.0,1.0,0.6666666666666667,0.3226806569403644,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.1335313926245226,0.1022571503214458,0.6931471805599453,False,0.0
0.6190476190476188,0.0,0.25,0.25,0.60421820075511,0.375,0.375,0.5,0.6785714285714285,0.3333333333333333,0.0555555555555555,0.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666667,0.0,0.9894494402361796,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.472636535575834,0.0,True,1.0
0.3095238095238095,0.2857142857142857,0.75,0.0,0.2364926441869548,0.125,0.625,0.5,0.0714285714285714,1.0,0.1111111111111111,0.4,0.1818181818181818,0.6666666666666667,0.0,1.0,0.3333333333333333,0.3333333333333333,0.1214416319902649,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.2513144282809061,0.2122788590630986,0.3364722366212129,False,0.0
0.4523809523809524,0.2857142857142857,0.0,0.0,0.0301393047780236,0.125,0.375,0.0,0.1428571428571428,0.6666666666666667,0.2222222222222222,0.2,0.1818181818181818,0.6666666666666667,0.0,0.3333333333333333,1.0,0.3333333333333333,0.7927969190249959,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0.2513144282809061,0.0296940404537496,0.1823215567939546,False,0.0
0.0,0.0,0.75,0.0,0.0835828668142169,0.125,0.375,1.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.1589157197730568,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.0,0.0802730197474131,0.0,True,1.0
0.4285714285714285,0.25,0.5,0.5,0.384780627522458,0.5,0.125,1.0,0.1428571428571428,0.3333333333333333,0.0555555555555555,0.0,0.0,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.2436695971443332,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.2231435513142097,0.3255417354134791,0.0,False,0.0
0.7857142857142856,0.0357142857142857,0.5,0.25,0.3010024736362452,0.625,0.25,0.0,0.4642857142857142,0.3333333333333333,0.2222222222222222,0.2,0.1818181818181818,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666667,0.3207682115317991,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.03509131981127,0.2631351008631074,0.1823215567939546,False,0.0
0.0,0.2142857142857143,0.5,0.0,0.1797292019268324,0.125,0.5,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.6666666666666667,0.2049551409904466,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.1941560144409574,0.1652849222482237,0.0,False,0.005252829871975448
0.4761904761904761,0.1428571428571428,0.25,0.5,0.3471553183179274,0.375,1.0,1.0,0.6785714285714285,1.0,0.5555555555555556,0.0,0.0909090909090909,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666667,0.1847030106899081,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.1335313926245226,0.2979951976242055,0.0,False,0.0
0.9523809523809524,0.0357142857142857,0.5,0.25,0.1898841296706158,0.25,0.25,1.0,0.4285714285714285,0.6666666666666667,0.2777777777777778,0.2,0.1818181818181818,0.3333333333333333,0.0,1.0,0.6666666666666667,0.6666666666666667,0.9732163847196688,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03509131981127,0.1738559323579768,0.1823215567939546,False,0.0
0.3095238095238095,0.6785714285714285,0.0,0.5,0.5764874365317016,0.0,0.25,0.5,0.2142857142857142,0.6666666666666667,0.2777777777777778,0.0,0.2727272727272727,0.3333333333333333,0.0,0.6666666666666667,1.0,0.6666666666666667,0.6233804432838186,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.5179430915348546,0.4551992307556843,0.0,False,0.0
0.5952380952380951,0.2142857142857143,0.75,0.75,0.0903528186434058,0.0,0.5,0.0,0.3214285714285714,0.3333333333333333,0.4444444444444444,0.2,0.6363636363636364,0.6666666666666667,0.0,0.6666666666666667,1.0,0.6666666666666667,0.338917315833851,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.1941560144409574,0.0865013306945852,0.1823215567939546,False,0.0
0.3333333333333333,0.2142857142857143,0.5,0.25,0.0925009764353599,0.875,0.25,0.0,0.3571428571428571,0.3333333333333333,0.3888888888888888,0.0,0.6363636363636364,0.6666666666666667,0.0,0.0,1.0,0.3333333333333333,0.3016229653351545,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.1941560144409574,0.088469541749552,0.0,False,0.0
0.238095238095238,0.2857142857142857,0.75,0.0,0.3008722822549147,0.625,0.375,0.5,0.1785714285714285,1.0,0.1666666666666666,0.4,0.1818181818181818,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.9399627566084569,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.2513144282809061,0.2630350258067316,0.3364722366212129,True,0.9966867442476179
0.2857142857142856,0.4285714285714285,0.5,0.75,0.2047910428329644,0.125,0.25,0.0,0.3928571428571428,0.6666666666666667,0.5555555555555556,0.2,0.8181818181818182,0.6666666666666667,0.0,1.0,1.0,0.6666666666666667,0.0420628858182905,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.3566749439387323,0.1863061434682629,0.1823215567939546,False,0.0
0.5952380952380951,0.4642857142857143,0.5,1.0,0.184546283036063,0.125,0.75,1.0,0.3214285714285714,0.3333333333333333,0.5,0.0,0.0,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,1.0,0.064726468722754,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.3813675565291039,0.1693598177546154,0.0,False,0.004863155454947536
