Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AvgWorkHours,Attrition_1,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Log_DistanceFromHome,Log_MonthlyIncome,Log_YearsSinceLastPromotion
0.3333333333333333,0.3214285714285714,0.0,0.0,0.08403853664887384,0.5,0.125,1.0,0.3214285714285714,0.3333333333333333,0.3333333333333333,0.0,0.36363636363636365,0.6666666666666667,0.0,1.0,0.0,0.6666666666666667,0.4020906508200768,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.2787134024690205,0.08069345279964373,0.0
0.16666666666666669,0.2142857142857143,0.75,0.75,0.8080328082280953,0.125,0.25,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.2,0.4545454545454546,0.6666666666666667,0.0,0.3333333333333333,0.0,0.6666666666666667,0.21903109639079132,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.19415601444095748,0.5922394079492035,0.18232155679395465
0.23809523809523808,0.0,0.5,0.0,0.10031245931519334,0.125,0.375,0.0,0.17857142857142855,0.3333333333333333,0.2777777777777778,0.0,0.36363636363636365,0.6666666666666667,0.0,1.0,1.0,0.3333333333333333,0.023258705083894382,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,0.09559419339155048,0.0
0.4523809523809524,0.0,0.5,0.25,0.27958599140736884,0.5,0.0,0.0,0.25,0.3333333333333333,0.2777777777777778,0.0,0.09090909090909091,0.6666666666666667,0.0,0.6666666666666667,1.0,1.0,0.14492200880209194,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.24653658139917134,0.0
0.4523809523809524,0.0,0.5,0.25,0.200234344486395,0.25,0.25,0.5,0.5357142857142857,0.3333333333333333,0.2777777777777778,0.0,0.18181818181818182,0.6666666666666667,0.0,0.0,1.0,0.6666666666666667,0.9967123108752292,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.1825168247999124,0.0
0.19047619047619052,0.0,0.75,0.25,0.6116391094909517,0.125,0.875,0.0,0.21428571428571427,0.6666666666666667,0.3333333333333333,0.2,0.36363636363636365,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.0,0.3199792618342536,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0,0.4772517415331283,0.18232155679395465
0.8333333333333333,0.35714285714285715,0.75,0.25,0.07140997265980992,0.375,0.0,0.0,0.75,0.3333333333333333,0.2777777777777778,0.2,0.2727272727272727,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.48035489316015423,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.30538164955118186,0.06897551248544079,0.18232155679395465
0.2619047619047619,0.5357142857142857,0.75,0.0,0.3555526624137482,0.125,0.0,0.5,0.3571428571428571,0.3333333333333333,0.5555555555555556,0.0,0.8181818181818182,0.6666666666666667,0.0,0.3333333333333333,1.0,0.3333333333333333,0.22161652962126288,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0.42899560551835847,0.3042092401157741,0.0
0.8809523809523809,0.0,0.75,0.0,0.3741700299440177,0.375,0.0,0.0,0.42857142857142855,0.3333333333333333,0.5555555555555556,0.0,0.7272727272727273,0.6666666666666667,0.0,0.3333333333333333,1.0,0.6666666666666667,0.6700970448514683,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0,0.3178499342837391,0.0
0.4523809523809524,0.14285714285714285,0.0,0.0,0.10766827236036974,0.125,0.0,0.0,0.6071428571428571,0.3333333333333333,0.9444444444444444,1.0,0.6363636363636364,0.6666666666666667,0.0,1.0,1.0,0.6666666666666667,0.3226806569403644,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.13353139262452263,0.10225715032144587,0.6931471805599453
0.6190476190476188,0.0,0.25,0.25,0.60421820075511,0.375,0.375,0.5,0.6785714285714285,0.3333333333333333,0.05555555555555555,0.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666667,0.0,0.9894494402361795,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.47263653557583407,0.0
0.3095238095238095,0.2857142857142857,0.75,0.0,0.23649264418695481,0.125,0.625,0.5,0.07142857142857142,1.0,0.1111111111111111,0.4,0.18181818181818182,0.6666666666666667,0.0,1.0,0.3333333333333333,0.3333333333333333,0.12144163199026492,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.2513144282809061,0.21227885906309868,0.33647223662121295
0.4523809523809524,0.2857142857142857,0.0,0.0,0.030139304778023693,0.125,0.375,0.0,0.14285714285714285,0.6666666666666667,0.2222222222222222,0.2,0.18181818181818182,0.6666666666666667,0.0,0.3333333333333333,1.0,0.3333333333333333,0.7927969190249959,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0.2513144282809061,0.029694040453749685,0.18232155679395465
0.0,0.0,0.75,0.0,0.0835828668142169,0.125,0.375,1.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.15891571977305685,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.0,0.08027301974741319,0.0
0.42857142857142855,0.25,0.5,0.5,0.384780627522458,0.5,0.125,1.0,0.14285714285714285,0.3333333333333333,0.05555555555555555,0.0,0.0,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.24366959714433323,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.22314355131420976,0.32554173541347914,0.0
0.7857142857142856,0.03571428571428571,0.5,0.25,0.30100247363624527,0.625,0.25,0.0,0.46428571428571425,0.3333333333333333,0.2222222222222222,0.2,0.18181818181818182,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666667,0.32076821153179913,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.035091319811270096,0.2631351008631074,0.18232155679395465
0.0,0.2142857142857143,0.5,0.0,0.17972920192683245,0.125,0.5,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.6666666666666667,0.20495514099044665,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.19415601444095748,0.16528492224822372,0.0
